subscription_id,district_id,start_date,end_date
17173,44664,2025-01-08,2026-01-08
5604,40398,2021-03-18,2021-07-31
17181,41657,2025-01-08,2026-08-31
12590,37312,2023-08-16,2024-08-31
15209,46640,2024-05-29,2025-07-31
16714,47494,2024-11-07,2025-11-07
17898,48723,2025-04-12,2026-04-12
17907,48766,2025-04-01,2026-08-31
18054,46725,2025-08-01,2026-08-31
17197,47539,2025-01-10,2025-08-31
18949,49575,2025-09-03,2025-09-17
18255,49087,2025-05-20,2025-06-03
15788,37481,2024-09-01,2025-08-31
18278,41480,2025-09-01,2026-08-31
15523,43478,2024-09-17,2025-09-17
18292,49121,2025-05-26,2025-06-09
12591,44608,2023-08-15,2024-08-15
12736,41367,2023-08-28,2024-08-28
18306,49134,2025-05-28,2025-06-11
15241,46664,2024-06-04,2025-06-04
18428,49238,2025-06-16,2025-06-30
17167,43958,2025-01-07,2026-01-07
15592,46797,2024-07-30,2025-07-30
18958,49579,2025-09-03,2025-09-17
18469,44629,2025-06-20,2026-06-20
18601,36952,2025-07-14,2026-08-31
18691,49411,2025-07-31,2026-07-31
15654,108,2024-08-07,2025-08-11
18757,49446,2025-08-13,2025-08-27
18800,49474,2025-08-18,2025-09-01
17006,47975,2024-12-06,2025-08-31
14572,46130,2024-03-05,2025-03-05
13404,42565,2023-10-04,2024-08-31
17213,48134,2025-01-13,2026-01-13
17242,47883,2025-01-16,2026-01-16
17250,44752,2025-01-17,2026-01-17
12843,37455,2023-09-01,2024-08-31
12737,43331,2023-08-25,2024-08-28
17278,41924,2025-01-21,2026-01-21
12738,43378,2023-09-02,2024-09-02
12844,44728,2023-09-08,2024-09-08
15524,41434,2024-07-17,2025-08-31
17899,36627,2025-09-01,2026-08-31
18950,43153,2025-09-04,2026-09-04
16762,43972,2025-01-11,2026-01-11
18955,1787,2025-09-01,2026-09-03
18256,49088,2025-05-20,2025-06-03
18279,49108,2025-05-21,2025-06-04
18293,49122,2025-05-26,2025-06-09
5938,40698,2021-04-05,2021-06-30
5955,40711,2021-04-07,2021-07-31
16942,47915,2024-11-27,2025-08-31
18307,49135,2025-05-29,2025-06-12
18429,49239,2025-06-16,2026-06-16
12845,32260,2023-09-08,2024-09-08
13251,16914,2023-10-02,2024-10-02
15242,46665,2024-06-04,2025-06-04
18470,49277,2025-06-20,2026-08-31
18602,197,2025-09-01,2026-08-31
15246,46669,2024-06-04,2025-06-04
17243,44458,2025-01-16,2025-06-30
18692,38849,2025-07-31,2026-08-31
6012,1874,2021-08-01,2022-08-01
18758,47253,2025-10-22,2026-10-22
15593,380,2024-08-20,2025-08-14
18801,49475,2025-08-18,2025-09-01
6022,37074,2021-07-01,2022-07-01
12097,32836,2023-09-01,2024-08-21
6032,36892,2021-08-01,2022-08-01
6034,40768,2021-04-09,2021-07-31
6019,37219,2021-07-01,2022-08-21
6010,38253,2021-07-01,2022-08-03
6031,38732,2021-08-01,2022-08-15
17198,32498,2025-01-10,2026-01-10
6068,37451,2021-08-01,2022-08-01
17224,48160,2025-01-14,2026-08-31
6110,36540,2021-08-01,2022-08-07
12596,43437,2023-09-10,2024-09-10
12847,44729,2023-09-08,2024-09-08
13409,37748,2023-10-04,2024-10-04
17279,48203,2025-01-21,2026-01-21
17287,45823,2025-01-22,2026-01-22
6161,1035,2020-07-15,2021-07-31
18693,38576,2025-07-31,2026-08-31
15525,46876,2024-07-17,2025-08-31
15594,197,2024-09-01,2025-08-31
6194,39733,2020-02-07,2020-02-08
18242,49074,2025-05-19,2026-05-19
12599,38849,2023-08-22,2024-08-19
18471,49278,2025-06-20,2026-08-31
18951,49576,2025-09-03,2026-09-03
6138,36627,2021-08-01,2022-08-15
18952,43264,2025-09-01,2026-09-03
18257,49089,2025-05-20,2025-06-03
18280,49109,2025-05-21,2025-06-04
18759,43193,2025-07-23,2026-08-13
18294,43949,2025-05-27,2026-05-27
17160,47955,2025-01-07,2026-01-07
18308,49136,2025-05-29,2025-06-12
18430,49240,2025-06-16,2026-08-31
18603,49365,2025-07-14,2026-08-31
18802,49476,2025-08-18,2025-09-01
17179,48124,2025-01-08,2026-08-31
15247,46670,2024-06-04,2025-06-04
6246,35415,2021-08-01,2022-08-18
12598,4572,2023-11-04,2024-11-04
16943,47916,2024-11-27,2025-08-31
12743,41538,2023-09-01,2024-09-01
6293,32424,2021-08-01,2022-08-01
17184,48127,2025-01-09,2026-01-09
17188,42194,2025-01-09,2026-08-31
17195,48136,2025-01-10,2026-01-10
6329,36799,2021-08-03,2022-08-03
6292,37383,2021-08-01,2022-07-31
6362,36357,2021-08-03,2022-08-07
6327,32134,2021-08-01,2022-08-07
17215,38871,2025-01-13,2026-08-31
6370,37587,2021-08-01,2022-10-26
17232,45708,2025-01-15,2026-01-15
6386,336,2021-08-01,2022-08-01
6394,41068,2021-05-03,2021-06-30
6395,41068,2021-07-01,2022-07-01
6400,5101,2021-08-01,2022-07-31
6403,38011,2021-08-01,2022-08-01
6409,36466,2021-08-01,2022-09-01
18953,49577,2025-09-03,2025-09-17
17902,48761,2025-04-01,2026-08-31
15595,38802,2024-09-01,2025-08-31
18694,41790,2025-08-01,2026-08-31
18130,367,2025-08-23,2026-08-31
18258,49090,2025-05-20,2025-06-03
15791,37170,2024-08-22,2025-08-22
6430,37033,2021-08-02,2022-08-21
18131,48706,2025-05-02,2026-05-02
18281,49110,2025-05-22,2025-06-05
18295,49123,2025-05-27,2025-06-10
18309,49137,2025-05-29,2025-06-12
6436,36808,2021-08-01,2022-08-01
18431,49241,2025-06-16,2026-08-31
18472,49279,2025-06-20,2026-08-31
18604,38238,2025-08-18,2026-08-31
15526,42565,2024-09-01,2025-08-04
6445,37897,2021-08-01,2022-08-01
18760,49447,2025-08-13,2025-08-27
6422,37724,2021-08-01,2022-08-30
6432,37330,2021-08-01,2022-08-01
18803,49477,2025-08-18,2025-09-01
6428,41086,2021-05-05,2022-08-31
6397,32260,2021-07-01,2022-08-09
6365,36886,2021-08-01,2022-08-07
6373,35744,2021-09-01,2022-08-22
6447,41093,2021-05-06,2022-06-30
17185,3983,2025-01-09,2026-01-09
12600,44611,2023-08-16,2024-08-16
12745,909,2023-09-01,2024-08-31
17233,36039,2025-01-15,2026-01-15
6479,36831,2021-08-01,2022-08-01
6494,37744,2021-08-01,2022-08-01
6475,35984,2021-07-01,2022-08-31
18695,49412,2025-07-31,2026-08-31
6505,41122,2021-05-11,2022-08-23
18259,49091,2025-05-20,2025-06-03
18261,49093,2025-05-20,2025-06-03
6465,36864,2021-09-29,2022-08-14
18282,49111,2025-05-22,2025-06-05
6482,35294,2021-08-01,2022-08-01
6455,36705,2021-08-01,2022-08-11
6456,624,2021-08-01,2022-08-08
6529,37424,2021-08-01,2022-08-01
6556,36965,2021-08-01,2022-08-30
18296,49124,2025-05-27,2026-08-31
15527,36905,2024-07-17,2025-07-17
18310,49138,2025-05-29,2025-06-12
18432,49242,2025-06-16,2025-06-30
18761,43255,2025-08-13,2026-08-13
6539,36829,2021-08-01,2022-08-01
18804,49478,2025-08-18,2025-09-01
18605,42334,2025-08-01,2026-07-31
18954,49578,2025-09-03,2025-09-17
18956,38488,2025-09-03,2026-08-31
6546,2,2021-08-01,2022-08-01
6550,38281,2021-08-01,2022-08-01
15658,43161,2024-08-07,2025-08-31
6559,37640,2021-07-01,2022-07-01
6562,37340,2021-08-01,2022-08-01
6564,36670,2021-08-01,2022-08-01
6530,41135,2021-05-13,2022-08-31
6601,41168,2021-05-24,2022-07-15
6566,32196,2021-08-01,2022-08-30
6544,23452,2021-05-14,2022-08-31
6592,233,2021-07-01,2022-08-29
6577,36472,2021-07-01,2022-07-29
12853,36366,2023-09-08,2024-08-31
18957,34856,2025-09-07,2026-09-07
18696,49413,2025-08-01,2025-08-15
13259,37320,2023-10-11,2024-10-11
18260,49092,2025-05-20,2025-06-03
18283,49112,2025-05-22,2025-06-05
6631,37692,2021-08-01,2022-08-01
18311,49139,2025-05-29,2026-05-29
6641,41192,2021-05-26,2022-06-30
18313,49141,2025-05-29,2025-06-12
18433,49243,2025-06-16,2025-06-30
18474,49281,2025-06-20,2026-08-31
16740,47747,2024-11-11,2025-11-11
6651,32224,2021-07-01,2022-07-01
18476,49283,2025-06-20,2026-08-31
18606,49366,2025-07-14,2025-07-28
15528,43218,2024-08-03,2025-08-05
16766,47768,2024-11-12,2025-08-11
6660,38857,2021-07-01,2022-07-01
18762,49448,2025-08-13,2025-08-27
18805,49479,2025-08-18,2025-09-01
15659,40041,2024-09-01,2025-08-27
6656,1,2021-08-01,2099-12-31
6698,41230,2021-06-02,2022-06-30
6701,37255,2021-08-01,2022-08-01
12603,36039,2023-09-22,2024-09-22
6709,36812,2021-08-03,2022-08-03
6714,38871,2021-08-01,2022-08-01
6715,37354,2021-07-01,2022-07-01
6718,37334,2021-08-01,2022-08-01
6721,36732,2021-08-01,2022-08-01
6724,32024,2021-07-02,2022-07-02
6727,40104,2021-08-01,2022-08-01
6733,37518,2021-08-02,2022-08-02
14955,36813,2024-09-04,2025-08-31
14956,42066,2024-04-24,2025-04-24
18697,49414,2025-08-01,2025-08-15
18959,49580,2025-09-03,2025-09-17
18312,49140,2025-05-29,2025-06-12
18434,49244,2025-06-16,2025-06-30
18475,49282,2025-06-20,2026-08-31
15529,42561,2024-09-01,2025-08-12
16741,37188,2024-11-11,2025-08-31
15794,47026,2024-08-22,2025-08-31
14957,36540,2024-08-06,2025-07-27
6749,41080,2021-06-07,2022-06-30
6750,32166,2021-07-01,2022-08-31
18607,49367,2025-07-14,2025-07-28
6753,33837,2021-08-01,2022-08-01
18763,49449,2025-08-13,2025-08-27
18806,49480,2025-08-18,2025-09-01
16863,36618,2024-11-18,2025-08-25
6762,37376,2021-08-31,2021-08-31
6723,37218,2021-08-01,2022-08-31
6756,32410,2021-07-01,2022-08-31
6720,36907,2021-07-01,2022-08-31
6706,38419,2021-08-01,2022-08-09
6783,41264,2021-06-09,2022-06-30
12855,41934,2023-09-08,2024-09-08
13261,41086,2023-10-02,2024-08-31
6801,38327,2021-08-01,2022-08-01
6803,108,2021-08-01,2022-08-01
6825,41291,2021-06-15,2022-06-30
6826,37049,2021-08-01,2022-08-01
6831,41294,2021-06-16,2022-06-30
16742,47748,2024-11-11,2025-08-31
18314,49049,2025-05-29,2026-05-29
18435,49245,2025-06-16,2026-08-31
18698,49415,2025-08-02,2025-08-16
18477,40174,2025-09-17,2026-08-31
17299,36540,2025-07-28,2026-08-31
18764,49450,2025-08-13,2026-08-13
16745,43817,2024-11-13,2025-11-13
14958,37342,2024-08-02,2025-07-08
16768,45432,2024-11-12,2025-11-12
17298,48221,2025-01-23,2026-01-23
18608,49368,2025-07-15,2025-07-29
18807,44441,2025-08-19,2026-08-19
18960,37372,2025-09-03,2026-08-31
6796,37307,2021-08-02,2022-08-31
6838,36814,2021-08-01,2022-08-14
6805,37966,2021-08-01,2022-08-31
6781,35674,2021-07-01,2022-08-31
17301,2828,2025-01-23,2026-01-23
6840,37770,2021-07-01,2022-08-31
6845,36782,2021-07-01,2022-08-31
6793,40021,2021-07-07,2022-08-31
6841,36560,2021-07-01,2022-08-29
6832,223,2021-08-01,2022-08-30
6859,24199,2021-07-01,2022-07-01
6798,36481,2021-08-01,2022-08-14
10533,43348,2022-08-29,2023-08-29
12856,41489,2023-09-09,2024-09-09
17308,48229,2025-01-24,2026-01-24
12750,41967,2023-08-30,2024-08-31
17325,48244,2025-01-27,2026-08-31
6884,58,2021-08-01,2021-08-31
17334,44031,2025-01-28,2026-01-28
6893,41319,2021-06-21,2022-06-30
6902,41322,2021-06-21,2022-06-30
6903,1787,2021-08-01,2022-08-01
6917,34856,2021-07-21,2022-07-21
6943,909,2021-08-01,2022-08-01
18699,49416,2025-08-02,2025-08-16
6865,41306,2021-06-18,2022-08-31
18436,49246,2025-06-16,2026-08-31
18478,49284,2025-06-20,2026-08-31
18609,48895,2025-07-15,2026-07-15
18765,37323,2025-08-13,2026-08-31
17310,58,2025-08-18,2026-08-31
18808,49481,2025-08-19,2025-09-02
18961,49581,2025-09-03,2025-09-17
6929,37125,2021-07-01,2022-08-30
6905,5,2021-08-01,2099-08-01
6904,2423,2021-08-01,2099-08-01
6924,33345,2021-07-01,2099-07-01
6940,41337,2021-06-28,2022-08-23
6898,41321,2021-06-21,2022-08-24
17300,48222,2025-01-23,2026-08-31
12606,43520,2023-09-23,2024-09-23
6955,38180,2021-08-01,2022-08-01
12857,44733,2023-09-08,2024-09-08
6959,37312,2021-08-01,2022-08-01
12751,1787,2023-08-30,2024-08-30
6969,32422,2021-07-02,2022-07-02
6970,13446,2021-08-01,2022-08-01
6972,36039,2021-08-01,2022-08-01
6976,23297,2021-08-01,2022-08-01
6977,5795,2021-08-01,2022-08-01
6978,41351,2021-06-30,2022-06-30
6990,35470,2021-08-01,2022-08-01
6993,40711,2021-08-01,2022-08-01
7002,41357,2021-07-01,2022-07-01
7013,38000,2021-08-01,2022-08-01
14965,37866,2024-04-25,2025-08-31
18700,49417,2025-08-04,2025-08-18
18479,49285,2025-06-20,2026-08-31
18315,49142,2025-05-29,2026-05-29
7023,41363,2021-07-02,2022-07-02
18437,49247,2025-06-16,2026-08-31
18766,49451,2025-08-13,2025-08-27
18610,46849,2025-07-11,2026-07-15
18809,37033,2025-08-19,2026-08-31
18962,42638,2025-09-03,2026-08-31
6964,36470,2021-08-01,2022-08-16
6952,37535,2021-08-01,2022-08-24
7010,32269,2021-07-03,2022-07-04
6950,33305,2021-07-08,2022-08-31
7029,37907,2021-08-01,2022-08-18
7020,36898,2021-09-01,2022-08-10
17311,47895,2025-01-24,2026-01-24
12858,36782,2023-09-08,2024-08-31
7044,37816,2021-08-01,2022-08-01
7054,38632,2021-08-01,2022-08-01
14063,45708,2023-12-29,2024-12-29
7079,32836,2021-08-01,2022-06-30
7088,33211,2021-08-01,2022-08-01
7093,32498,2021-07-13,2022-07-13
7098,36874,2021-08-01,2022-08-01
7100,38414,2021-08-01,2022-08-01
7107,32619,2021-07-15,2022-07-15
7112,39733,2021-08-01,2022-08-01
18316,49143,2025-05-29,2025-06-12
7114,41399,2021-07-15,2022-07-15
7115,38793,2021-08-01,2022-08-01
7117,36862,2021-08-30,2022-08-29
17149,42484,2025-01-06,2026-01-06
7116,380,2021-08-01,2022-08-17
18438,49248,2025-06-16,2025-06-30
16747,37395,2024-11-11,2025-08-31
7109,197,2021-08-01,2022-08-19
16773,47774,2024-11-12,2025-08-31
18701,49418,2025-08-04,2025-08-18
18480,49286,2025-06-20,2026-08-31
7111,36599,2021-07-28,2022-06-30
15533,36952,2024-09-02,2025-07-13
18963,49582,2025-09-03,2025-09-17
18767,49452,2025-08-13,2025-08-27
18810,49482,2025-08-19,2025-09-02
7123,37342,2021-08-01,2022-08-01
7124,36755,2021-08-01,2022-07-31
7132,367,2021-08-19,2022-08-19
7133,41406,2021-07-16,2022-07-16
8076,37170,2021-09-28,2022-08-31
7143,36366,2021-08-01,2022-08-01
12753,42091,2023-09-01,2024-08-31
7155,41416,2021-07-20,2022-07-20
7170,36952,2021-08-01,2022-08-01
15603,37467,2024-08-22,2025-08-31
14581,46024,2024-03-06,2025-03-06
7184,627,2021-08-03,2022-08-03
7189,41367,2021-07-22,2022-07-22
7191,41434,2021-07-23,2022-07-23
14966,46449,2024-04-25,2025-08-31
18702,41441,2025-08-02,2026-08-05
18811,49483,2025-08-19,2026-08-31
18317,49144,2025-05-30,2026-05-30
18964,49583,2025-09-03,2025-09-17
18439,49249,2025-06-16,2025-06-30
18481,49287,2025-06-20,2026-08-31
7147,37555,2021-08-01,2022-08-31
18612,49370,2025-07-15,2026-08-31
7167,38849,2021-08-01,2022-08-14
7204,37264,2021-08-01,2022-08-31
7188,174,2021-08-01,2022-08-14
7169,35945,2021-08-01,2022-08-01
7193,36870,2021-08-16,2022-07-30
7205,41441,2021-07-27,2022-07-27
10573,37170,2022-09-01,2023-08-28
7210,38336,2021-08-01,2022-08-01
15604,37467,2025-09-01,2026-08-31
7214,681,2021-08-21,2022-08-21
17211,48145,2025-01-12,2026-01-12
15255,46676,2024-06-04,2025-06-04
7235,914,2021-08-01,2022-07-31
7253,35775,2021-08-02,2022-08-02
7262,38407,2021-08-01,2022-08-01
7267,38561,2021-08-02,2022-08-02
7280,41480,2021-08-03,2022-08-03
7206,37361,2021-08-01,2022-08-31
14967,46450,2024-04-25,2025-04-25
18318,49145,2025-05-30,2025-06-13
18440,49250,2025-06-16,2025-06-30
18482,49288,2025-06-20,2026-08-31
18613,49371,2025-07-16,2025-07-30
18703,43243,2025-08-05,2026-08-05
7300,35516,2021-08-04,2022-08-04
15605,37993,2024-09-01,2025-08-04
18812,36560,2025-08-19,2026-08-31
7326,41510,2021-08-06,2022-08-06
7329,41512,2021-08-06,2022-08-06
7333,38801,2021-08-06,2022-08-06
7341,41521,2021-08-09,2022-08-09
7345,33383,2021-07-07,2022-07-07
7356,40364,2021-08-09,2022-08-09
7360,39705,2021-08-09,2022-08-09
7363,34664,2021-08-01,2022-08-01
7375,37087,2021-08-01,2022-06-30
12610,37125,2023-08-30,2024-08-31
7382,36689,2021-08-01,2022-08-01
15666,336,2024-09-01,2025-08-31
15667,43552,2024-08-08,2025-08-08
18319,49146,2025-05-30,2025-06-13
18704,42565,2025-08-05,2026-08-31
7392,40387,2021-08-01,2022-08-01
18483,49289,2025-06-20,2026-08-31
18614,37361,2025-08-18,2026-08-31
18813,43048,2025-08-19,2026-08-31
7396,36734,2021-08-01,2022-08-01
15535,37692,2024-07-18,2025-08-31
7412,38518,2021-08-13,2022-08-13
7420,38731,2021-08-16,2022-08-16
7429,38297,2021-08-01,2022-08-01
7435,33910,2021-08-01,2022-08-01
7372,39823,2021-08-10,2022-08-31
7388,36901,2021-08-01,2022-08-16
7457,37911,2021-08-18,2022-08-18
7460,38311,2021-08-18,2022-08-18
7464,879,2021-08-01,2022-08-01
15606,36907,2024-08-25,2025-08-31
12756,43153,2023-09-01,2024-09-01
12424,37163,2023-09-06,2024-08-08
7487,2828,2021-08-20,2021-08-20
18320,49147,2025-05-30,2026-05-30
18484,49290,2025-06-21,2025-07-05
18615,49372,2025-07-16,2026-08-31
18705,35516,2025-08-05,2026-08-20
18814,49484,2025-08-19,2026-08-19
7525,38249,2021-08-24,2022-08-24
7528,38803,2021-08-24,2022-08-24
7480,1035,2021-08-20,2022-08-31
7455,41578,2021-08-18,2022-08-29
7499,41598,2021-08-23,2022-08-21
7489,36896,2021-08-20,2022-08-12
7526,37772,2021-08-24,2022-08-16
7541,33897,2021-08-25,2022-08-24
7545,37163,2021-08-25,2022-08-25
7546,37731,2021-08-25,2022-08-25
7550,41538,2021-08-26,2022-08-26
7552,41489,2021-08-26,2022-08-25
7556,33639,2021-08-26,2022-08-26
7558,37323,2021-08-26,2022-08-25
7564,41625,2021-08-27,2022-08-26
15607,37312,2024-09-01,2025-08-31
18706,49419,2025-08-05,2025-08-19
18321,49148,2025-05-30,2025-06-13
18485,49291,2025-06-22,2025-07-06
15803,879,2024-08-23,2025-08-03
18616,36861,2025-08-12,2026-08-31
18815,49485,2025-08-19,2025-09-02
7616,41649,2021-09-01,2022-08-31
7622,36813,2021-09-01,2022-09-01
7614,35899,2021-08-31,2022-07-13
7543,2828,2021-08-25,2022-08-18
7566,35760,2021-08-27,2022-08-24
7631,38943,2021-09-01,2022-08-31
7634,41657,2021-09-01,2022-08-31
7655,36807,2021-09-02,2022-09-02
14071,42485,2024-01-02,2025-01-02
7663,41678,2021-09-02,2022-09-01
7664,36618,2021-09-02,2022-09-01
7670,36727,2021-09-02,2022-09-01
15608,41337,2024-08-19,2025-08-21
7684,37511,2021-09-07,2022-09-06
7691,37372,2021-09-07,2022-09-07
18707,46971,2025-09-13,2026-09-13
7706,40174,2021-09-07,2022-09-06
7673,41683,2021-09-03,2099-08-31
18322,49149,2025-05-30,2025-06-13
7644,38284,2021-09-02,2022-08-24
18486,49292,2025-06-22,2025-07-06
18617,49373,2025-07-16,2026-07-16
15609,37163,2024-08-09,2025-08-04
18816,49486,2025-08-19,2025-09-02
14072,42484,2024-01-02,2025-01-02
12758,36369,2023-09-01,2024-08-31
7724,37181,2021-09-08,2022-09-07
7776,37573,2021-09-10,2022-09-10
7782,38531,2021-09-10,2022-09-09
7765,32518,2021-09-09,2022-08-24
7714,167,2021-09-07,2022-09-06
7758,41728,2021-09-09,2022-08-18
7863,37866,2021-09-15,2022-08-29
12120,38011,2023-09-01,2024-08-31
18323,44300,2025-09-01,2026-08-31
18487,49293,2025-06-22,2025-07-14
18618,49374,2025-07-16,2025-07-30
18708,174,2025-08-20,2026-08-31
18817,49487,2025-08-20,2025-09-03
7812,36753,2021-09-13,2022-09-12
13118,34081,2023-09-01,2024-08-31
7818,36704,2021-09-13,2022-09-12
7826,58,2021-09-13,2022-09-12
7841,37395,2021-09-14,2022-09-14
7851,39230,2021-09-14,2022-09-13
7871,37658,2021-09-15,2022-09-14
7854,36814,2022-08-15,2023-08-31
7817,34916,2021-09-13,2022-08-23
7876,39876,2021-09-15,2022-09-14
12615,36704,2023-08-17,2024-08-31
12760,38407,2023-08-17,2024-08-31
7878,41790,2021-09-15,2022-09-19
12121,429,2023-08-14,2024-08-21
18709,49420,2025-08-05,2026-08-31
18324,49150,2025-05-31,2025-06-14
18488,49294,2025-06-22,2025-07-06
17270,37340,2025-01-21,2026-01-21
18619,43367,2025-08-18,2026-08-31
7904,36552,2021-09-16,2022-09-16
18818,49488,2025-08-20,2025-09-03
15611,41093,2024-09-01,2025-08-31
7922,36949,2021-09-17,2022-09-16
7926,37371,2021-09-17,2022-09-16
7936,16914,2021-09-20,2022-09-19
7937,37081,2021-09-20,2022-09-19
7952,37993,2021-09-21,2022-09-21
7889,41799,2021-09-16,2022-08-08
7944,40768,2021-09-21,2022-08-15
7941,41819,2021-09-20,2022-08-31
10541,37866,2022-08-30,2023-08-31
8016,507,2021-09-23,2022-09-16
7965,41831,2021-09-21,2022-09-21
12869,39435,2023-09-11,2024-08-31
7977,36681,2021-09-22,2022-09-21
7986,36096,2021-09-23,2022-09-23
8000,37177,2021-09-23,2022-09-23
18325,49151,2025-05-31,2025-06-14
18489,49295,2025-06-22,2025-07-06
8013,41856,2021-09-23,2022-09-23
17271,48024,2025-01-21,2026-01-21
18620,49375,2025-07-17,2025-07-31
18710,41399,2025-08-05,2026-08-31
15612,37068,2024-09-01,2025-08-18
18819,32410,2025-09-01,2026-08-31
8033,38801,2022-07-01,2023-07-01
8039,37068,2021-09-24,2022-09-24
8024,37481,2021-09-24,2022-09-05
8022,32853,2021-09-23,2022-08-26
8041,3261,2021-09-24,2022-09-24
10524,42047,2022-08-29,2023-08-31
12375,5361,2023-08-31,2024-08-31
14480,45941,2024-02-21,2025-02-21
14589,46051,2024-03-07,2025-03-07
14973,46456,2024-04-26,2025-04-26
8056,41880,2021-09-27,2022-09-27
12618,37170,2023-08-29,2024-08-21
8073,37188,2021-09-28,2022-09-28
12067,43478,2023-09-16,2024-09-16
18711,43478,2025-09-18,2026-09-18
8140,36883,2021-09-29,2022-09-29
18326,49152,2025-06-01,2025-06-15
17272,24046,2025-01-21,2026-01-21
8143,5348,2021-09-29,2022-09-29
8199,37455,2021-10-04,2022-08-28
18490,49296,2025-06-22,2025-07-06
18621,49376,2025-07-17,2025-07-31
15613,36785,2024-09-01,2025-08-25
8170,41924,2021-09-30,2022-09-30
8176,36059,2021-09-30,2022-09-30
8178,41928,2021-09-30,2022-09-30
8145,38070,2021-09-29,2022-07-27
8189,41934,2021-10-01,2022-08-31
12872,37831,2023-07-23,2024-09-11
8227,41787,2021-10-04,2022-10-04
8234,41966,2021-10-05,2022-10-05
8235,41967,2021-10-05,2022-10-05
15260,41819,2024-09-01,2025-08-31
18327,49153,2025-06-01,2025-06-15
18491,49297,2025-06-22,2025-07-06
8254,37320,2021-10-06,2022-10-06
17323,48242,2025-01-27,2026-01-27
18622,35902,2025-08-25,2026-08-31
18712,45609,2025-08-05,2026-08-31
8269,39797,2021-10-07,2022-10-07
8363,42047,2021-10-14,2022-08-28
10544,33897,2022-08-29,2023-08-31
8306,35705,2021-10-11,2022-10-11
8307,986,2021-10-11,2022-10-11
8308,42011,2021-10-11,2022-10-11
14591,46147,2024-03-07,2025-08-31
8323,37685,2021-10-12,2022-10-12
8336,38793,2022-08-02,2022-10-13
8350,42038,2021-10-14,2022-10-14
10545,37911,2022-08-29,2023-08-31
8372,38424,2021-10-15,2022-10-15
8375,42054,2021-10-15,2022-10-15
12874,13446,2023-09-11,2024-09-11
15614,37092,2024-09-01,2025-08-31
18328,49154,2025-06-02,2025-06-16
18713,47906,2025-08-05,2026-08-31
18492,49298,2025-06-23,2025-07-07
18623,46505,2025-08-18,2026-08-31
8397,15017,2021-10-18,2022-10-18
8400,42066,2021-10-18,2022-10-18
8405,38057,2021-10-18,2022-10-18
8411,6607,2021-10-19,2022-10-19
8432,42087,2021-10-20,2022-10-20
8449,37037,2021-10-21,2022-09-06
8436,42091,2021-10-20,2022-08-31
8378,42057,2021-10-15,2022-08-28
12622,35674,2023-09-09,2024-09-09
12876,37816,2023-09-11,2024-08-31
8482,42120,2021-10-25,2022-10-25
8492,37431,2021-10-07,2021-10-25
8493,37431,2021-10-26,2022-10-26
15615,38285,2024-09-01,2025-08-31
15810,47041,2024-08-23,2025-08-23
18329,49155,2025-06-02,2025-08-31
18493,49299,2025-06-23,2025-07-07
17275,47467,2025-01-21,2026-01-21
18714,37163,2025-08-05,2026-08-31
18624,37383,2025-08-11,2026-08-31
8515,39733,2022-08-02,2023-08-02
8532,37092,2021-10-28,2022-10-28
8460,37467,2021-10-22,2022-08-15
8585,42194,2021-11-03,2022-09-13
15616,44434,2024-07-31,2025-07-31
8574,37577,2021-11-02,2022-11-02
8593,36850,2021-11-03,2022-11-03
8599,42207,2021-11-04,2022-11-04
14983,46457,2024-04-27,2025-08-31
18715,46410,2025-08-06,2026-08-31
18330,43028,2025-06-02,2026-06-02
17276,33681,2025-01-21,2026-01-21
17277,48077,2025-01-21,2026-01-21
18494,49300,2025-06-23,2025-07-07
18625,49377,2025-07-17,2026-07-17
8577,42188,2021-11-02,2022-07-31
8667,42259,2021-11-10,2022-11-13
8624,42223,2021-11-05,2022-11-05
15617,46875,2024-08-01,2025-08-01
8654,42250,2021-11-09,2022-11-09
8664,42256,2021-11-10,2022-11-10
8682,37788,2021-11-11,2022-11-11
8755,39006,2021-11-19,2022-09-30
12879,37772,2023-09-11,2024-08-31
12625,43418,2023-09-08,2024-09-08
15811,38057,2024-08-23,2025-08-31
14086,43972,2024-01-10,2025-01-10
18716,43209,2025-09-01,2026-08-31
18331,49156,2025-06-02,2025-06-16
18495,49301,2025-06-23,2025-07-07
18626,49378,2025-07-17,2026-08-31
8725,24046,2021-11-15,2022-11-15
8747,42309,2021-11-18,2022-11-18
8758,42316,2021-11-22,2022-11-22
8764,42319,2021-11-22,2022-11-22
8735,38238,2021-11-16,2022-08-14
10550,32498,2022-07-14,2022-08-29
8787,42334,2021-11-29,2022-11-29
8817,36816,2021-12-02,2022-12-02
8818,42357,2021-12-02,2022-12-02
8825,38802,2021-12-03,2022-12-03
8831,367,2022-08-20,2023-08-20
8832,40398,2021-12-04,2022-12-04
8836,42367,2021-12-06,2022-12-06
8802,42343,2021-12-01,2022-08-17
7378,41537,2021-08-11,2022-08-28
8796,37376,2021-11-30,2022-07-19
15812,37424,2024-08-23,2025-08-23
18332,49157,2025-06-02,2025-06-16
18496,49302,2025-06-23,2025-07-07
18627,49379,2025-07-17,2025-07-31
10551,32498,2022-08-30,2023-08-30
12627,37354,2023-09-20,2024-09-20
8853,40041,2021-12-08,2022-12-08
8862,38488,2021-12-09,2022-12-09
8895,42411,2021-12-17,2022-08-14
